,ts,spot_asks_depth,spot_bids_depth,perp_asks_depth,perp_bids_depth,spot_depth_ratio,perp_depth_ratio,oi,perp_mid_price,spot_mid_price,sells_slippage,buys_slippage,sells_premium_wrt_spot,buys_premium_wrt_spot,market_order_freq,perp_volume,spot_volume,perp_buy_volume,perp_sell_volume,spot_buy_volume,spot_sell_volume,spot_bids[0].liquidity,spot_asks[0].liquidity,perp_bids[0].liquidity,perp_asks[0].liquidity,spot_bids[1].liquidity,spot_asks[1].liquidity,perp_bids[1].liquidity,perp_asks[1].liquidity,spot_bids[2].liquidity,spot_asks[2].liquidity,perp_bids[2].liquidity,perp_asks[2].liquidity,spot_bids[3].liquidity,spot_asks[3].liquidity,perp_bids[3].liquidity,perp_asks[3].liquidity,spot_bids[4].liquidity,spot_asks[4].liquidity,perp_bids[4].liquidity,perp_asks[4].liquidity,spot_spread,perp_spread,spot_bids_depth_std,spot_asks_depth_std,perp_bids_depth_std,perp_asks_depth_std,spot_spread_std,perp_spread_std
0,1704067215.0,86928.57223250816,363587.810053211,330460.0489944783,463453.27046887577,4.182604185430786,1.402448713177488,73999.71391566275,42321.60552208853,42289.40208669328,0.6335783678913423,8.491452070948261,364.22921178572096,-289.58558911434204,0.020934546707308203,10967343.61685,1399243.7888619,8693925.35215,2273418.2647,1113047.5843357001,286196.20452619996,301447.0802665701,301447.0802665701,381544.9012768068,266569.3375761046,21354.961698379262,21354.961698379262,26194.70618333335,17466.430096887536,18666.893828239095,18666.893828239095,23473.85674076309,13215.100279819198,12333.702781282616,12333.702781282616,18747.713655722917,16625.51002369481,9785.171478740138,9785.171478740138,13492.092612249024,16583.67101797187,3.638176222890325e-05,0.0002495697260381422,97438.26575774791,87272.68458624964,356686.3795273529,276476.50148972817,0.00018499773324527982,0.00038357364127321574
1,1704067275.0305767,206348.14462548407,233950.053095167,464077.87252900517,402054.77376973856,1.1337637831431904,0.8663519585166386,73980.1771219513,42346.65586387452,42315.24371794872,1.56057073046299,56.14379915700951,298.55528489540944,-507.8178922173523,0.02364037860455197,13645830.5958,850931.0689280999,10510578.7933,3135251.8025,488800.3424009,362130.7265272,216737.3014247334,216737.3014247334,304362.36548963323,319037.35474188457,6219.113708474547,6219.113708474547,17582.670099790634,56019.00559832482,4206.8882261797,4206.8882261797,22160.22601811535,25725.67534774876,2437.6099531871755,2437.6099531871755,20836.585979999927,28871.412328272352,4349.13978259187,4349.13978259187,37112.926182198695,34424.424512774895,2.888228981700985e-05,0.00024553941696207394,111970.83539834856,186114.11156285266,356922.7748919852,315444.7095008725,6.9182104540679e-05,0.00014551125844362533
2,1704067335.0611537,128821.8573554356,287796.8308921611,276243.16487245617,533779.1331550877,2.234068323499588,1.9322799657379328,73951.5156309525,42357.8641829392,42324.750586353955,0.5910072750500509,1.0976292716943705,324.2510078692636,-351.2894902456098,0.044625000052508856,5861431.2612,840299.2976117,3836773.7721,2024657.4891,454079.0955986,386220.20201310003,250870.04741006065,250870.04741006065,389156.43712867546,202169.07147214797,13875.03324930746,13875.03324930746,28352.852905755397,7021.108478828336,10776.465979129036,10776.465979129036,64509.23924768777,18983.602681603323,5241.586357186564,5241.586357186564,29645.173267934162,23292.50421541631,7033.697896477189,7033.697896477189,22115.430605035937,24776.878024460555,3.732986062121157e-05,0.00024093656444593755,130344.47524344956,134919.3642138643,333707.89209698624,221115.4883838274,0.0002967582902085816,8.486777560837985e-05
3,1704067395.0917304,107546.86103101066,363726.9280577151,224926.36869219816,388745.46587402443,3.3820320237225343,1.7283232203246277,73929.15465116281,42397.10214081819,42359.4812524272,3.0871525751248337,45.61262202257804,366.92030545615705,-548.8610865483781,0.010809902426220253,29461297.42324,1586549.1210625998,24008678.16104,5452619.2622,1255080.7762918998,331468.34477070003,298016.4452754364,298016.4452754364,298251.63877868664,145601.89398487165,25347.091550022746,25347.091550022746,23020.354508467975,8747.849746051406,17662.919847884812,17662.919847884812,25415.21051351106,19642.744233967573,12894.655449757689,12894.655449757689,22861.38267259754,23323.369239486205,9805.815934613567,9805.815934613567,19196.87940076113,27610.511487821102,7.411245765503732e-05,0.00025964260958197526,138865.13725302045,97735.39525579383,313610.7699144989,186425.3606391,0.0006820117381199443,0.0006162667732897546
4,1704067455.122307,211928.50518356223,225614.78188186843,301799.6413271107,335609.28332601784,1.064579687788822,1.1120267799200663,73841.02764473684,42427.27457795457,42390.59346311459,2.036391585780226,7.278464550031823,373.82736927039053,-479.5156853281682,0.02217851850721571,13025290.2968,1915227.6966255002,7082006.141000001,5943284.1558,1215846.2914906002,699381.4051349,183963.00041828328,183963.00041828328,281541.36533803336,223209.9868856006,11575.896735480686,11575.896735480686,10563.583153624617,10944.92142899708,12196.854173806401,12196.854173806401,13230.25564617677,15780.788238431081,11552.74483577993,11552.74483577993,17290.52146266135,31646.828935848895,6326.285718518458,6326.285718518458,12983.55772552128,20217.115838232257,5.5398997360491586e-05,0.0002457612814020264,124525.3485374413,120858.5082511547,351581.22450078855,222047.53749230015,0.0004893038209442782,0.00029113609669269915
5,1704067515.152884,140797.5347993022,296587.0172051731,576536.97179608,582287.1657727552,2.1064787649012375,1.0099736777656456,73831.70507407405,42439.79416924708,42402.540507726364,0.561614478328397,5.50295662753315,327.530258489867,-760.9825926939185,0.034940727719678565,11469808.597140001,1006187.7143499001,8818408.11374,2651400.4834000003,718133.8019357001,288053.9124142,238479.39514286906,238479.39514286906,450028.8448768837,460120.1280704862,20038.83824986254,20038.83824986254,59261.9439650155,4157.578744169234,13527.626246998867,13527.626246998867,20643.59511919485,9892.72516842096,12031.070192539255,12031.070192539255,27021.94290257989,61578.51572976234,12510.087372903052,12510.087372903052,25330.838909081507,40788.02408324048,5.695715598289441e-05,0.00023562791510056355,119513.67013200818,103378.43443436282,341543.9634256055,906502.1797201952,0.00030733908750080446,3.476432623785933e-08
6,1704067575.1834607,179224.6736902226,320919.7354149052,207013.57299213114,583590.4959053787,1.7906001936407072,2.8190929100458635,73804.40283950609,42455.85926294802,42417.437831950214,0.9969602574385593,10.992985017207586,330.2640403956622,-358.8239943352651,0.021175804769018744,10610014.93623,1252480.5455374,6955278.16573,3654736.7705000006,766584.1956899,485896.3498475,275391.2881235818,275391.2881235818,476353.3142469121,154123.40129013956,10415.82433745888,10415.82433745888,15799.438743824732,8803.651157968148,13621.76662640602,13621.76662640602,26868.48629412349,14943.758158067702,9136.853019779648,9136.853019779648,29221.57573934251,16069.378779681243,12354.003307678453,12354.003307678453,35347.680881175176,13073.38360627485,7.546127291940133e-05,0.00025242553869708637,163384.85615366866,134570.47077770968,495487.84138481383,226920.3100500072,0.0008785809133545279,0.0004488845269270699
7,1704067635.2140374,275411.06373697246,245794.63799510925,330671.8870100006,437563.20971752657,0.8924646477886308,1.3232549451786122,73838.95111764708,42458.775773195724,42420.83497929591,1.1330990688981912,0.8227154658525818,335.3199100557733,-366.9763275958815,0.025972076735571416,8803342.6058,1312094.6039642,2793167.8022999996,6010174.8035,241441.93499020004,1070652.668974,223636.24614438653,223636.24614438653,310246.9281530933,250243.76575701023,5448.799862277439,5448.799862277439,20858.17636484529,21842.0108592783,6165.59752281012,6165.59752281012,17464.40622257725,16584.031675670023,5151.956538517808,5151.956538517808,16105.759535773139,21045.305539793644,5392.037927117386,5392.037927117386,72887.93944123665,20956.773178247415,2.7575842241197327e-05,0.0002379510682130663,197171.90938000573,169128.74873363576,515831.01991996076,285219.8018160365,5.225757601244825e-05,6.143176312568061e-05
8,1704067695.2446144,175904.50815965343,326317.1308197801,296494.2184285374,510576.71920299757,1.8550811132345173,1.7220461225487924,73865.2907654321,42452.44340527601,42415.54100456596,0.3051092947926415,0.7878018030672753,327.70236728408446,-303.14073581112416,0.05582752124416053,3791982.409,944871.8600938,1897120.4101,1894861.9989,665918.2501571,278953.60993669997,283557.326624246,283557.326624246,423635.1738269777,212958.83729952056,11067.19690632297,11067.19690632297,14764.375541726668,18809.649242685788,10436.291600205748,10436.291600205748,24827.510433692958,15825.662188369397,11005.365593833321,11005.365593833321,26143.892971342862,25783.818668824904,10250.950095172217,10250.950095172217,21205.766429256564,23116.25102913679,2.6698489567134778e-05,0.0002355577064016971,154860.58001628885,118322.73983311359,405293.1123224543,293480.9060497213,4.190485633668291e-05,3.330695178843082e-08
9,1704067755.275191,185391.019438315,331625.6390207121,332418.7727894378,440027.01069586666,1.788790201518114,1.3237128787987873,73890.71593902439,42450.321412170335,42413.12719616186,1.4296129663991488,2.1338756197038253,308.85461661900143,-399.2215875850644,0.04113466848325993,5880472.421700001,1225525.1940328,3500833.7272,2379638.6945,533815.5010585,691709.6929743,279831.50294104265,279831.50294104265,363833.8953074626,254365.14557669387,19421.969529892212,19421.969529892212,24833.81939276692,6354.249723076922,10269.130333854151,10269.130333854151,17738.568107807103,36251.73687910452,13453.525612650517,13453.525612650517,18541.947395177915,18689.242338920696,8649.510603272503,8649.510603272503,15078.780492652217,16758.398271641807,3.805633830819217e-05,0.00023665117014225775,189771.23560314032,161745.00109396785,383547.54889489536,368054.71044460224,0.00025733548583764646,2.5227191212748422e-05
10,1704067815.305768,130545.9239797149,448594.6962316249,205162.2851460526,372244.00355822267,3.4362979904399817,1.8143880747537324,73919.91760000002,42476.108552631435,42438.14642566172,0.5722714184797136,3.4452809964749167,249.7239207762058,-376.34850825274543,0.032184846807333294,6840165.1305,1118128.7046527,5214649.1323,1625515.9981999998,952129.8329626,165998.8716901,300258.3959794274,300258.3959794274,282793.83164484677,161846.48640855253,39928.32073187559,39928.32073187559,22063.480657236898,7479.606752631561,83714.66596456322,83714.66596456322,21217.628196929756,9306.28816524122,13025.659490253785,13025.659490253785,26193.901617763055,10786.95807258776,11667.654065505145,11667.654065505145,19975.161441447388,15742.945747039417,3.469809764687006e-05,0.0002452360096418749,208313.16404018007,90851.33356329123,290377.85475089523,175386.950244646,0.00023933169466182965,0.00029624175367183256
11,1704067875.3363447,138812.66442751617,331822.9596164409,300525.1011778414,409532.09321213793,2.3904372197229087,1.3627217547122281,73922.71615476187,42506.16753371824,42467.9529499999,2.015351530574268,7.538371972492023,435.3521810327726,-356.1872748939908,0.018790521365583037,13693779.6562,1521549.3852014,7382619.4051,6311160.2511,662269.8931435,859279.4920579,267996.7583107421,267996.7583107421,322830.6349763976,208112.97026782276,10652.217970907323,10652.217970907323,23073.029802504643,21705.873023603,29350.985447543368,29350.985447543368,20878.815748458528,19867.865981213938,10077.27658782937,10077.27658782937,21382.789867244574,18724.23210645471,13745.721299417803,13745.721299417803,21366.822817533743,32114.159798747514,7.313743312706641e-05,0.0002375262467421014,198572.01876270745,142583.40854448816,256499.8944459163,289453.41497168905,0.00047300011314210317,4.1260576900693843e-05
12,1704067935.3669214,274848.0316743952,291901.95088623394,333761.2844457087,744643.0916869701,1.0620485404532278,2.2310649149245396,73942.47918750001,42500.00248190236,42462.50730607947,1.9265251622743877,0.9042906432415363,565.4129715889225,-532.8411051340636,0.05177177701677595,7282052.5283,985702.1987893,2704920.0866,4577132.4417,410155.4669489,575546.7318404,256317.26248823316,256317.26248823316,336095.3502158219,280839.09429917316,12178.012333139628,12178.012333139628,379417.4368768347,9519.247799793071,8473.73691730902,8473.73691730902,8797.948065046583,13215.576157083744,8837.191708601884,8837.191708601884,11792.43553495336,17978.803545708335,6095.7474389500785,6095.7474389500785,8539.92099431226,12208.562643950403,2.582123287740795e-05,0.00023651061800979956,136774.28016866563,150700.918176056,823145.3049017161,213398.296960443,3.506910414537606e-05,3.7828794376153566e-05
13,1704067995.3974984,176799.9845756988,427352.3989104055,192492.95793899265,330433.0536474262,2.417151788423545,1.7165981404480848,73991.82479710142,42513.11221248579,42473.09025555548,0.6500709060458241,1.0901644730223041,248.44638215339833,-323.1867309572086,0.052502636121739825,3532972.6041,1106765.9164996,2219129.6105,1313842.9936,367704.7064769,739061.2100227,339572.897310406,339572.897310406,285768.3484733845,153962.0281192769,25427.51604937766,25427.51604937766,5849.012589485242,5379.578949835731,42676.63751575429,42676.63751575429,9282.561433296813,10849.117179189494,16719.523584367853,16719.523584367853,14242.721076560796,12306.339956736001,2955.8244504990917,2955.8244504990917,15290.410074698762,9995.893733954055,3.667781786299615e-05,0.00023522155229606875,242534.5052085649,181968.15600696293,223381.62121357812,195872.51559085722,0.00025530024457436854,3.702168942718555e-08
14,1704068055.428075,145313.824532539,351667.0864054748,197337.8255347961,486520.4537610236,2.4200525141827005,2.4654191483185093,74002.345192771,42517.73030302988,42476.79980412359,0.7154699997962082,4.686516195577875,349.07754645325303,-402.7214482335858,0.03230706518111021,7161905.8606,1097455.1201670999,4674182.9102,2487722.9504,740625.9350343,356829.1851328,291860.90998831677,291860.90998831677,326317.6793489036,142733.8243624871,12261.447278149519,12261.447278149519,43672.394598537234,7298.774589028245,11816.806479472803,11816.806479472803,34368.03222142094,14395.46691630102,24245.93364654435,24245.93364654435,33804.8293403345,16144.571411598747,11481.98901299181,11481.98901299181,48357.51825182862,16765.188255381352,2.354226449122308e-05,0.0002354417534011101,186822.00985388018,141295.21561691843,330372.90503164445,179813.53962101502,5.5553806850071625e-09,7.601587906925897e-06
15,1704068115.4586518,153900.55258562145,305105.119043559,255640.373854051,299632.01258688676,1.9824822842907988,1.1720840807326909,73994.87540259735,42540.201599147265,42499.96294759812,0.6973222138566858,68.53789793169517,261.7182561918208,-571.5438761072706,0.018624024978851936,13936436.824000001,1358674.2427131,10953105.1752,2983331.6487999996,966034.8567973,392639.3859158,262548.3448307255,262548.3448307255,246879.48120991472,187729.1682710021,18570.174240799515,18570.174240799515,9487.319923560808,11480.152079317786,9478.014459142783,9478.014459142783,15612.19020255865,17766.279540724892,6141.359743118096,6141.359743118096,10545.984494669554,21316.83280490411,8367.225769772933,8367.225769772933,17107.036756183414,17347.941158102352,0.00020885703065370007,0.00027467093003775425,193811.12869190855,139599.4957878763,221598.24623591552,267111.5891352688,0.0015656712773615107,0.0008476223587421186
16,1704068175.4892287,173214.66290537003,316376.5942797033,231728.143091137,457443.68764672393,1.8265000720669065,1.9740532226455318,73944.21177777788,42572.941425818455,42532.05662271808,2.5893286895510164,44.98879569422515,400.75836241431864,-450.14313813673465,0.015740476209650595,15799511.92089,2721710.862327,10329193.62069,5470318.3002,1483664.5714937001,1238046.2908333,263269.45250499685,263269.45250499685,337128.35365973023,168186.5723321773,29983.172332864648,29983.172332864648,17907.505126493383,11340.278920038598,11931.164682313007,11931.164682313007,27993.10928304421,18734.943174277545,5945.425307272015,5945.425307272015,35905.125533429666,17347.224175433483,5247.379452257201,5247.379452257201,38509.594044026875,16119.12448921002,6.813928887096264e-05,0.000279682183804471,208500.32028554782,153772.87686340814,404952.65516913263,233327.026299948,0.00040182630934186157,0.0008766321160261028
17,1704068235.5198054,338184.19984407426,83569.38964483573,520999.9591355395,385914.3600785133,0.24711204628532868,0.7407185995155072,73880.20279220771,42542.436048879914,42504.32831950212,2.1425150418114893,2.027577900578245,469.0205743301252,-472.0905222723017,0.031464455063685795,9748188.0233,1189382.0700275,1866154.2255,7882033.797799999,202765.74786540002,986616.3221621,68314.59987601641,68314.59987601641,313080.8157372715,433355.8011123223,4616.519003157844,4616.519003157844,6281.499850509179,18637.895981873644,4572.321952523647,4572.321952523647,8159.709775152707,21469.037672199574,2519.4051828902548,2519.4051828902548,13928.880054276962,21587.62378839115,3546.543630247503,3546.543630247503,44463.454661303906,25949.600580753453,3.504859240235163e-05,0.00023601734465160984,88978.9664801676,94269.08208420363,701859.8560035541,360830.3632517262,0.0001665575610043203,3.0021702286398604e-05
18,1704068295.5503821,185947.76255170995,285009.55467840726,291728.53388239595,300739.17039218755,1.5327398983848992,1.0308870592460593,73880.66687012983,42517.65526041671,42478.60364425173,13.993395531411453,1.4342915376447765,382.63626919311116,-411.27183307976037,0.0293489173641355,9061356.603,917784.9878149,3360789.8019999997,5700566.801,554079.7849593,363705.2028556,257123.95981220173,257123.95981220173,235835.4518393758,237290.19126781216,6828.5938085535745,6828.5938085535745,19905.013685208494,9979.96969270822,8433.390090703479,8433.390090703479,16294.437157187489,13387.423148541573,6827.508373941627,6827.508373941627,14874.204758958376,16015.72251187497,5796.102593006729,5796.102593006729,13830.062951458336,15055.227261458353,3.38058393844685e-05,0.00023887136792089547,215718.6993089496,138387.93299192112,244890.0348552283,264168.09791735286,0.0001584059357871396,6.38918193505199e-05
19,1704068355.580959,281767.75249833433,193296.78921784798,428758.7327993557,388874.1469709987,0.6860145900442978,0.9069766216353159,73894.75185542164,42501.39446831401,42464.36650537635,0.7659873422140965,0.6892414486633832,204.3585238080013,-280.7076997658621,0.03249403478783796,4832142.8059,792307.0828407,1403898.2941,3428244.5117999995,236262.81488700002,556044.2679537,152454.274434214,152454.274434214,272149.54554693884,327779.4901774437,18333.2331854651,18333.2331854651,15974.334528464049,26555.392034908506,5939.848759824727,5939.848759824727,22311.36458088062,18284.50960064442,8139.6106542673,8139.6106542673,32263.927431364118,26707.205503759502,8429.822184076756,8429.822184076756,46174.97488335161,29432.135482599482,2.354915646772393e-05,0.0002368029481512071,192267.60495975908,167124.42233992493,294979.82440512825,351338.51447541744,2.4936528644890144e-09,4.6274379146033604e-05
20,1704068415.6115358,205937.32315305757,342598.90417712164,369530.9708131032,274776.5507968966,1.6636076400900575,0.7435819254669989,73882.63967123286,42499.59793103461,42460.6248522165,0.9025036112686734,0.2565610269511654,358.17342670105677,-196.31846547435117,0.06388354683533692,3302945.3981,1029482.9074443,590207.5347000001,2712737.8633999997,333081.5121575,696401.3952868,295326.6297998758,295326.6297998758,220428.53001712688,250325.67180517284,26476.554729932282,26476.554729932282,13582.687485632194,10452.954121379307,9889.512548834286,9889.512548834286,12595.708374827533,20923.085975977,7186.672947878837,7186.672947878837,13167.56887804595,50008.35436241392,3719.534150601739,3719.534150601739,15002.05604126442,37820.90454816084,4.118505729639298e-05,0.00023854229846330158,184558.6777683496,141550.0613168333,189679.09287045113,359606.79892366094,0.00035531170124545924,9.574301518527708e-05
21,1704068475.6421125,196714.42298312337,306515.85645656375,387911.1436989601,425708.78301075124,1.5581768322237386,1.0974389107550986,73866.1353333332,42490.36005780322,42450.47675531942,2.5828095422484805,1.159349988392919,346.8593192146237,-453.39772858773745,0.05483593031641106,4541943.342599999,1424667.0270329001,1907428.7588999998,2634514.5837,431121.85423309996,993545.1727998,263637.00946682494,263637.00946682494,324925.33144890174,302314.02961398807,17299.313169937424,17299.313169937424,22912.782958728367,42365.14215537575,9729.437201293205,9729.437201293205,21157.129845317915,10292.604588554925,9097.105594326804,9097.105594326804,21873.926684971193,15538.061304971128,6752.991024181262,6752.991024181262,34839.612072832395,17401.306036069436,6.761640696374352e-05,0.0002358916847172582,145529.5749995581,154883.39746675614,340725.8121744315,371065.9448069005,0.0004462202276082043,1.1311208782400091e-05
22,1704068535.6726894,111896.81661687315,309790.9299262927,390529.5126938259,344244.36889854766,2.7685410478386983,0.8814810602251061,73845.48491666664,42497.61664648953,42455.744821002496,1.3179619767989572,1.095451094307274,402.70198844069273,-501.38148321317414,0.0591360476189834,4741594.7041,1255157.4490616,3241682.0784,1499912.6257000002,775393.7956982001,479763.6533634,258479.68133817616,258479.68133817616,285793.113845036,241665.29860690102,31157.056355175373,31157.056355175373,14857.316930508417,91248.02431561767,9464.444197829804,9464.444197829804,8128.846895520651,27890.9725335351,6292.745943381131,6292.745943381131,18051.337889709575,16728.76691440674,4397.002091730073,4397.002091730073,17413.75333777243,12996.450323365705,8.599959186951369e-05,0.00024299803927398635,104745.3818402097,77686.2685777474,259983.40468653382,248959.7069466037,0.00047757928340488864,0.0001686942236821135
23,1704068595.7032661,386929.74426654965,184686.3599086074,500653.35663711303,360301.7600232533,0.47731238718463564,0.719663126685895,73840.34011940299,42507.50326460452,42469.6649753089,0.4142626686236395,0.7577917979001951,211.70956162760217,-291.3002947175493,0.09312480511419859,1778386.1742000002,590633.8792099,906607.6062,871778.5680000001,250495.9542192,340137.92499070003,138665.60672172206,138665.60672172206,280935.5987869414,362546.38191706757,7185.954832558757,7185.954832558757,24553.413897021775,101394.59522439842,23801.63253550359,23801.63253550359,17004.817099770964,10471.257597709033,9740.729650923728,9740.729650923728,24980.91475738835,10109.795632760808,5292.436167899017,5292.436167899017,12827.01548213063,16131.326265177528,2.3546218307905713e-05,0.00023525258660668136,106450.95659106692,197526.584682156,324665.47307182493,230520.80885880766,1.2408280505676193e-09,2.273984604514091e-08
